,ALLGRADEX,SEGRADES,CENREG,EDCPUB,EDCCAT,EDCREL,EDCPRI,EDCINTK12,EDCHSFL,DISTASSI,SCHRTSCHL,SCHLMAGNET,SEENJOY,SEABSNT,FCSCHOOL,FCTEACHR,FCSTDS,FHHOME,FHWKHRS,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,FOCONCRTX,FOMUSEUMX,FOZOOX,FOGROUPX,HHENGLISH,CSPEAKX,HHTOTALXX,HHPRTNRSX,P1REL,P1SEX,P1AGE,P2AGE,P2REL,P2SEX,P2MRSTA,PAR1EMPL,PAR1FTFY,PAR2FTFY,NUMSIBSX,TTLHHINC,OWNRNTHB,HVINTSPHO,HVINTCOM,INTACC,CHLDNT,LRNCOMP,LRNTAB,LRNCELL
374,2,1,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,2,1,1,1,1,3,1,1,2,1,2,1,1,2,7,1,2,1,2,2,2,2,5,3.0,0.0,1,1,65,48,1,2,1,4,3,3,0,6,1,1.0,1.0,1.0,2.0,2.0,1.0,2.0
375,9,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,2,4,3,4,1,1,2,1,1,2,1,2,2,5,1,1,2,2,2,2,1,2,6.0,0.0,1,2,35,40,3,1,3,1,1,1,3,6,1,1.0,1.0,1.0,4.0,1.0,1.0,1.0
376,13,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,2,2,2,3,8,2,2,2,2,1,1,2,5,2,2,2,2,2,1,1,2,4.0,0.0,1,2,50,50,1,1,1,1,1,1,1,8,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
377,12,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,3,2,4,5,1,2,2,1,1,1,2,6,1,2,1,1,2,2,1,6,4.0,0.0,1,2,48,58,1,1,1,4,3,1,1,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
378,13,1,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,1,1,2,2,2,4,24,1,2,2,1,2,2,1,4,2,1,2,2,2,2,1,2,3.0,0.0,5,1,71,68,5,2,1,4,3,3,0,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
379,12,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,10,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,4.0,0.0,1,1,56,55,1,2,1,1,1,3,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
380,15,2,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1.0,2,1,1,1,1,4,12,2,2,2,2,2,1,2,5,2,2,2,2,2,2,1,2,5.0,0.0,1,1,51,50,1,2,1,1,1,3,2,10,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
381,12,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,4.0,0.0,1,2,46,51,1,1,1,1,2,1,1,10,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
382,12,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,4,10,2,2,2,2,1,2,2,5,2,2,2,2,2,2,1,2,6.0,1.0,1,1,42,37,6,2,5,1,1,1,2,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
383,12,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,2,1,2,3,2,3,3,1,2,1,2,1,1,1,6,2,2,2,2,2,1,2,4,4.0,0.0,1,2,48,47,1,1,1,2,2,2,1,3,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
384,9,2,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,1,0,2,2,2,2,1,1,2,4,2,2,2,2,2,2,1,2,4.0,0.0,1,2,44,46,1,1,1,4,3,1,1,11,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
385,9,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1.0,2,1,2,2,2,3,7,1,2,1,1,1,1,1,5,1,1,2,1,2,2,1,2,4.0,0.0,6,2,44,40,1,2,4,1,2,2,0,3,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
386,7,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,2,1,1,1,3,4,2,2,2,2,1,1,1,6,2,1,2,2,2,2,1,2,4.0,0.0,1,2,48,64,1,1,1,1,1,1,1,9,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
387,6,4,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,2,3,2,4,25,1,1,2,1,2,1,2,1,1,2,1,1,2,2,1,6,6.0,0.0,1,2,30,30,1,1,1,4,3,3,0,1,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0
388,14,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,1,4,18,2,2,2,1,1,1,1,6,1,2,2,1,2,2,1,2,3.0,0.0,1,2,54,58,1,1,1,2,2,1,0,12,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
389,7,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,2,2,1,1,1,2,1,1,1,6,1,2,1,2,2,2,1,2,4.0,0.0,1,1,53,47,1,2,1,4,2,2,1,11,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
390,15,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,2,3,4,2,2,2,1,1,1,1,3,2,2,2,2,2,2,2,2,4.0,0.0,1,2,55,57,1,1,1,1,2,1,1,4,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
391,5,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,2,1,1,3,2,1,1,1,1,2,2,1,5,1,2,1,2,2,1,1,2,5.0,0.0,6,2,79,36,1,2,5,4,3,3,1,8,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0
392,15,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,1,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,4.0,0.0,1,2,49,56,1,1,1,1,1,1,1,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
393,7,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,1,2,1,1,1,4,12,1,1,1,1,1,1,1,7,2,1,2,2,2,1,1,6,3.0,0.0,1,2,38,33,1,1,1,1,1,1,0,9,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
394,14,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,3,3,3,4,8,1,1,2,1,2,1,1,4,2,2,2,2,2,2,1,2,4.0,0.0,1,2,45,46,1,1,1,4,3,1,1,6,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
395,7,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,3,3,1,1,2,1,1,2,1,7,1,1,2,2,2,1,1,2,4.0,0.0,2,1,48,48,2,2,1,1,1,3,1,10,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0
396,14,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,2,1,2,2,1,2,2,1,1,1,1,2,7,2,1,2,2,1,2,1,2,4.0,0.0,1,1,59,55,1,2,1,1,1,2,1,8,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0
397,14,1,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,3,1,2,2,3,3,10,1,2,2,2,2,1,2,4,2,2,2,1,2,1,1,2,3.0,0.0,1,2,54,53,1,1,1,2,2,1,0,1,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
398,15,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,3,2,2,2,4,5,2,1,1,2,1,2,2,6,2,1,1,1,2,1,1,2,4.0,0.0,1,2,48,48,1,1,1,4,3,1,1,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
399,8,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,1,1,3,3,2,1,1,2,2,1,2,7,2,2,2,2,2,1,2,4,5.0,0.0,1,1,56,48,1,2,1,1,1,3,2,4,2,1.0,1.0,1.0,4.0,1.0,1.0,2.0
400,10,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,3,1,2,1,2,1,1,1,1,1,1,5,2,2,2,2,2,1,1,2,5.0,0.0,1,2,43,54,1,1,1,1,1,1,2,6,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
401,15,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,1,2,1,2,1,2,1,2,2,1,1,7,2,2,2,2,2,2,1,2,4.0,0.0,1,2,46,65,3,1,1,1,1,3,1,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
402,6,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,2,3,10,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,4.0,0.0,1,1,46,45,1,2,1,1,1,2,1,7,1,1.0,2.0,3.0,2.0,2.0,1.0,1.0
403,9,2,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,1,2,1,1,3,3,1,1,2,2,1,1,1,7,1,1,1,2,2,1,1,2,5.0,0.0,1,2,47,47,1,1,1,1,2,1,2,7,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
404,9,3,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,3,3,3,3,4,7,2,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,3.0,0.0,1,2,32,34,3,1,1,1,2,2,0,8,1,1.0,1.0,1.0,3.0,2.0,1.0,1.0
405,2,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,4,5,1,1,1,2,1,1,2,7,1,2,2,2,2,1,1,2,5.0,0.0,1,1,42,40,1,2,1,1,1,2,2,12,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
406,2,3,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,1,1,1,2,1,1,1,1,2,1,2,2,7,2,2,2,1,1,2,1,2,3.0,0.0,1,2,27,30,1,1,1,2,2,1,0,9,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
407,15,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,2,2,1,2,2,2,1,1,2,3,2,2,2,2,2,2,1,2,4.0,0.0,1,2,54,52,1,1,1,1,1,1,1,11,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
408,12,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,2,1,4,15,2,2,2,2,1,1,1,5,2,2,2,1,2,1,1,2,4.0,0.0,1,1,50,48,1,2,1,2,2,1,1,12,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
409,11,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,3,3,1,2,2,2,2,2,1,5,2,1,1,2,2,2,2,5,4.0,0.0,1,1,47,40,1,2,1,1,1,1,1,8,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
410,14,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,4,7,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,4.0,0.0,3,2,41,41,1,2,1,1,1,1,1,9,2,1.0,1.0,1.0,2.0,1.0,2.0,1.0
411,7,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,4,1,4,4,4,4,5,1,1,1,1,1,2,2,7,2,2,2,2,2,1,1,2,5.0,0.0,1,2,30,38,1,1,3,4,3,1,2,1,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0
412,8,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,3,1,1,1,3,4,1,2,1,1,1,2,1,5,1,1,2,2,2,2,1,2,4.0,0.0,1,1,35,58,5,2,3,1,1,3,1,2,2,1.0,1.0,1.0,3.0,1.0,2.0,2.0
413,12,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,2,2,1,2,15,1,1,2,1,1,1,1,6,1,2,2,2,2,1,1,2,3.0,0.0,1,2,37,37,3,1,5,1,1,1,0,7,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
414,14,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,2,3,2,2,4,6,1,2,2,1,2,2,1,7,1,2,2,2,2,2,1,2,5.0,0.0,1,2,52,39,1,1,1,1,2,2,2,12,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
415,13,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,4,6,2,2,2,2,2,1,2,5,2,2,2,2,2,2,1,6,4.0,0.0,1,1,57,52,1,2,1,1,1,1,1,7,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
416,13,1,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,1,2,1,2,3,5,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,4.0,0.0,1,2,46,54,1,1,1,1,2,1,1,9,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
417,15,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,4,2,1,2,2,1,1,2,3,1,1,2,1,2,1,1,2,4.0,0.0,1,2,52,56,1,1,1,4,3,2,1,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
418,6,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1.0,2,1,1,1,2,4,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,5.0,0.0,1,2,33,39,1,1,1,2,2,2,2,5,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0
419,5,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,2,1,3,3,2,1,2,2,1,1,2,7,2,2,2,2,2,1,1,2,4.0,0.0,1,2,35,35,1,1,1,1,1,1,1,9,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
420,7,2,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,3,1,2,1,2,2,1,1,7,1,2,2,2,2,2,1,2,4.0,0.0,1,2,30,32,3,1,5,1,1,1,1,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
421,10,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,1,2,4,7,2,2,2,2,2,2,2,5,2,2,1,2,2,2,1,2,3.0,1.0,1,2,50,51,6,1,3,1,2,1,0,9,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
422,4,1,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,1,3,1,2,3,1,1,2,2,2,1,1,1,7,2,2,2,2,2,1,1,2,4.0,0.0,1,2,34,34,1,1,1,1,1,1,1,7,1,1.0,1.0,1.0,3.0,2.0,1.0,2.0
423,13,1,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,1,1,1,1,1,4,7,1,2,2,1,1,1,2,3,2,1,1,2,2,2,1,2,3.0,0.0,1,1,56,49,1,2,1,1,1,2,0,8,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
424,5,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,3,3,8,1,1,1,1,1,1,2,7,1,2,1,2,2,1,1,2,3.0,0.0,1,1,39,42,1,2,1,1,1,2,0,7,1,1.0,1.0,1.0,2.0,2.0,1.0,2.0
425,10,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,2,2,5,2,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,4.0,0.0,1,1,47,34,3,2,1,1,1,1,1,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
426,7,3,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,1,1,2,3,6,2,1,1,2,2,1,1,7,2,2,2,1,1,2,1,2,4.0,0.0,1,1,53,50,1,2,1,1,1,2,1,8,2,1.0,1.0,1.0,2.0,1.0,1.0,2.0
427,12,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,1,3,2,2,2,2,2,2,2,1,1,1,7,2,2,2,2,2,1,1,2,4.0,0.0,1,2,43,44,1,1,1,2,2,1,1,9,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0
428,8,2,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,2,3,2,2,2,1,2,2,1,2,3,2,2,2,2,2,2,1,2,4.0,0.0,1,2,45,49,1,1,1,2,2,1,1,10,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
429,2,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,2,2,3,3,2,1,1,1,2,1,1,1,6,1,1,2,1,1,1,1,2,4.0,0.0,1,1,36,36,1,2,1,1,1,2,1,9,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0
430,15,4,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,3,1,3,2,2,2,2,2,2,1,2,1,2,3,2,2,2,2,2,2,1,2,6.0,0.0,1,2,39,42,3,1,1,4,3,2,3,2,3,1.0,1.0,1.0,2.0,1.0,2.0,1.0
431,6,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,2,1,2,4,10,1,1,1,1,1,1,1,3,2,1,1,2,2,1,2,5,4.0,0.0,1,2,53,50,1,1,1,2,2,1,1,9,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
432,2,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,4,1,3,4,4,1,1,1,1,1,2,2,5,1,2,1,2,2,2,1,2,5.0,0.0,1,1,39,36,1,2,1,1,1,1,2,8,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
433,8,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,1,3,1,1,1,3,2,1,1,2,1,2,1,2,7,2,2,2,2,2,2,1,2,4.0,0.0,1,1,69,40,1,2,3,4,2,3,1,4,3,1.0,1.0,1.0,1.0,1.0,2.0,1.0
434,9,1,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,1,2,2,2,1,2,3.0,0.0,1,2,47,46,1,1,1,4,3,1,0,12,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0
435,15,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,2,3,1,2,2,1,1,1,2,4,2,2,2,2,1,1,1,2,3.0,0.0,1,1,50,47,1,2,1,1,1,2,0,9,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
436,2,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,2,1,1,1,3,2,2,1,1,2,1,2,2,4,2,1,1,1,2,1,1,2,6.0,0.0,1,2,36,36,1,1,1,1,1,1,3,12,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
437,13,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,3,2,4,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,4.0,0.0,1,1,46,43,1,2,1,1,1,1,1,10,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
438,8,2,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,1,1,1,1,1,4,9,2,2,1,2,2,1,1,7,1,2,2,2,2,2,2,2,3.0,0.0,1,1,60,40,1,2,1,1,1,3,0,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
439,7,1,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1.0,2,2,1,2,1,3,7,1,1,1,2,1,1,1,3,1,1,2,1,2,2,1,2,3.0,0.0,1,1,40,40,1,2,1,1,1,3,0,10,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
440,7,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,3,8,1,1,1,1,1,2,1,5,1,1,2,2,2,1,1,2,4.0,0.0,1,1,41,39,1,2,1,1,1,1,1,9,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
441,10,3,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,3,5,1,2,2,2,2,1,2,6,2,2,2,2,2,1,1,2,7.0,0.0,1,2,42,39,3,1,1,4,3,1,4,6,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0
442,15,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1.0,2,1,1,1,1,3,8,1,1,1,1,1,1,1,7,2,2,1,2,1,2,2,3,5.0,0.0,3,1,38,37,1,2,1,1,1,2,2,8,1,1.0,1.0,1.0,2.0,2.0,2.0,1.0
443,14,2,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,2,1,1,1,1,1,1,2,2,2,1,1,1,2,5,2,2,2,2,2,2,1,2,3.0,0.0,1,2,48,36,1,1,1,2,2,1,0,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
444,11,1,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1.0,2,2,1,1,1,3,8,1,2,1,2,1,1,1,7,1,1,1,1,2,2,1,2,4.0,0.0,1,2,47,47,1,1,1,1,1,1,1,12,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
445,15,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,4,1,1,1,4,15,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,3.0,0.0,1,1,55,53,1,2,1,1,1,1,0,10,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
446,11,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,2,2,2,4,1,1,1,1,1,1,1,1,7,1,1,1,1,2,1,1,2,6.0,0.0,1,2,40,46,1,1,1,1,1,2,3,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
447,14,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,3,1,1,1,2,2,1,1,2,3,1,2,1,2,2,2,1,2,4.0,0.0,1,1,51,50,1,2,1,1,1,1,1,7,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0
448,14,3,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,3,3,2,1,1,1,2,1,1,2,2,2,7,2,1,1,2,2,2,1,2,5.0,0.0,4,2,46,53,4,1,1,3,2,1,2,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
449,13,1,2,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1,2.0,1,1,1,1,1,3,10,2,2,2,1,1,1,1,5,2,2,1,1,2,1,1,2,5.0,0.0,1,1,53,54,1,2,1,4,3,1,2,7,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
450,7,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,2,1,4,12,2,2,1,1,1,1,1,7,1,1,1,2,2,2,1,2,6.0,0.0,1,2,41,41,1,1,1,1,1,1,1,10,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
451,14,2,4,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2,2.0,2,3,1,1,2,1,1,2,2,2,2,2,2,1,0,2,2,2,2,2,2,2,4,4.0,0.0,5,2,63,73,5,1,1,4,3,2,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
452,2,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,5,1,1,1,1,1,1,1,4,2,1,2,2,2,1,2,2,4.0,0.0,1,1,40,44,1,2,1,1,1,2,1,9,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
453,5,3,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,1,1,2,2,1,3,10,1,1,1,2,1,1,2,5,1,1,2,2,2,2,1,2,3.0,0.0,1,2,32,53,5,2,2,1,2,3,0,4,2,1.0,1.0,1.0,2.0,1.0,2.0,2.0
454,10,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,4.0,0.0,1,2,37,58,3,1,1,1,1,1,1,7,1,1.0,1.0,1.0,4.0,1.0,2.0,1.0
455,5,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,3,2,4,1,1,1,2,2,2,1,2,1,5,1,1,1,1,1,2,1,2,4.0,0.0,1,1,36,33,1,2,1,1,1,1,1,11,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
456,12,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,2,2,2,4,15,1,1,1,1,1,1,2,5,1,1,2,1,1,2,1,2,4.0,0.0,1,2,40,37,3,1,1,4,3,1,1,6,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
457,9,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,2,1,2,4,2,2,1,1,1,2,2,3,2,1,1,2,2,2,1,2,6.0,0.0,1,2,38,43,1,1,1,2,2,1,1,8,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458,7,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,1,2,4,7,2,2,1,1,1,1,2,7,1,2,2,1,1,1,1,2,3.0,0.0,1,2,35,35,1,1,1,4,2,1,0,11,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
459,14,1,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1.0,2,1,1,1,1,3,10,2,2,2,2,1,1,1,5,2,2,2,2,2,2,1,2,5.0,0.0,1,2,49,50,1,1,1,1,2,2,2,9,1,1.0,1.0,1.0,1.0,2.0,1.0,2.0
460,4,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,2,1,1,1,4,3,1,1,1,2,1,1,2,7,1,2,2,2,2,2,1,2,4.0,0.0,1,2,34,34,1,1,1,2,2,1,0,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
461,14,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,2,2,2,1,2,2,2,2,2,2,1,1,5,2,2,2,2,2,1,1,2,5.0,0.0,1,2,51,55,1,1,1,4,2,1,2,8,1,1.0,1.0,1.0,2.0,2.0,2.0,1.0
462,8,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,2,2,2,3,1,1,1,1,1,1,1,1,7,1,1,2,1,1,1,1,6,3.0,0.0,1,2,37,37,1,1,1,3,3,1,0,9,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
463,13,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,4,10,1,1,1,2,1,1,2,3,2,2,2,2,2,1,1,2,4.0,0.0,1,2,37,37,1,1,1,1,1,1,1,9,2,1.0,1.0,1.0,1.0,2.0,1.0,2.0
