,ALLGRADEX,SEGRADES,CENREG,EDCPUB,EDCCAT,EDCREL,EDCPRI,EDCINTK12,EDCHSFL,DISTASSI,SCHRTSCHL,SCHLMAGNET,SEENJOY,SEABSNT,FCSCHOOL,FCTEACHR,FCSTDS,FHHOME,FHWKHRS,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,FOCONCRTX,FOMUSEUMX,FOZOOX,FOGROUPX,HHENGLISH,CSPEAKX,HHTOTALXX,HHPRTNRSX,P1REL,P1SEX,P1AGE,P2AGE,P2REL,P2SEX,P2MRSTA,PAR1EMPL,PAR1FTFY,PAR2FTFY,NUMSIBSX,TTLHHINC,OWNRNTHB,HVINTSPHO,HVINTCOM,INTACC,CHLDNT,LRNCOMP,LRNTAB,LRNCELL
464,9,1,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,2,2,1,1,2,3,14,1,2,2,2,2,1,1,7,1,2,2,2,2,2,2,3,3.0,0.0,1,2,35,74,1,1,1,2,2,3,0,2,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
465,13,3,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1.0,2,2,1,2,2,3,4,2,2,1,2,1,1,1,7,2,1,2,1,1,1,1,2,4.0,0.0,1,2,43,63,5,2,1,3,2,3,0,4,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0
466,14,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,17,2,2,2,2,2,1,1,5,1,1,2,1,1,2,1,2,3.0,0.0,1,2,51,49,1,1,1,1,2,2,0,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
467,10,3,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,3,1,1,1,2,1,1,2,2,2,2,1,1,5,2,2,2,1,2,2,1,2,5.0,0.0,1,2,51,52,1,1,1,4,3,2,2,7,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0
468,15,3,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,2,1,2,2,4,2,1,2,2,1,1,1,2,0,2,2,2,2,2,2,1,2,3.0,0.0,1,1,68,60,1,2,1,4,3,1,0,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
469,14,1,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1.0,2,1,2,2,2,4,25,1,2,2,2,1,1,1,7,2,2,2,2,2,2,1,2,4.0,0.0,1,2,48,52,1,1,1,2,2,1,1,12,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
470,11,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,2,4,1,2,2,1,1,1,1,0,1,1,2,2,2,1,1,2,3.0,0.0,1,2,46,56,1,1,1,1,1,1,0,9,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
471,7,3,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,3,2,3,3,5,2,2,1,2,1,2,1,3,2,2,2,1,1,2,1,2,4.0,0.0,1,2,34,36,1,1,5,1,2,1,1,8,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0
472,13,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,2,2,2,2,4,15,1,2,1,2,2,2,1,4,2,2,2,2,2,2,2,4,4.0,0.0,1,2,35,40,1,1,1,2,2,1,1,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
473,6,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,2,4,5,2,1,1,1,1,2,2,5,2,2,1,2,2,1,1,2,4.0,0.0,1,2,43,46,1,1,1,1,1,1,1,10,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
474,15,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,1,2,3,8,1,2,1,2,2,2,1,6,2,2,2,1,2,2,1,2,4.0,0.0,1,2,62,47,1,1,1,1,1,1,1,7,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
475,14,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,2,6,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,3.0,0.0,5,1,69,66,5,2,1,4,3,3,0,3,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
476,12,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,1,1,1,1,1,2,1,1,1,1,7,2,2,2,2,2,2,1,2,3.0,1.0,1,1,41,48,6,2,5,1,1,2,0,6,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
477,9,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,2,1,1,1,3,2,1,1,2,1,2,1,1,3,1,2,2,1,1,1,1,2,3.0,0.0,6,1,56,50,6,1,1,1,2,3,0,4,2,1.0,1.0,1.0,2.0,1.0,2.0,1.0
478,11,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,1,4,5,2,1,1,2,2,2,2,5,1,2,1,2,2,2,1,2,4.0,0.0,1,2,46,52,3,1,1,4,3,1,1,8,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
479,14,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,4,20,2,2,1,2,1,1,1,7,2,1,2,2,2,1,1,2,4.0,0.0,1,1,49,45,1,2,1,1,1,3,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
480,6,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,3,2,3,2,3,2,1,1,1,2,2,2,7,1,1,2,1,1,1,1,2,4.0,0.0,1,1,39,39,1,2,1,4,2,1,1,7,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
481,11,3,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,6,1,1,2,1,1,1,2,7,2,2,1,2,2,1,2,3,8.0,0.0,1,2,52,52,1,1,1,1,1,2,2,7,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
482,8,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,2,1,2,1,2,2,3,2,2,1,1,1,1,1,7,1,1,2,2,1,1,1,2,5.0,0.0,1,2,57,45,1,1,1,1,1,1,2,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
483,7,1,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,2,1,2,2,2,3,5,2,1,1,1,1,1,1,4,2,2,2,2,1,1,1,4,5.0,0.0,1,1,43,40,1,2,1,1,1,1,0,8,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
484,15,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,2,1,1,1,3,6,2,2,2,2,1,1,1,7,2,1,2,1,2,1,2,3,3.0,0.0,1,2,52,51,3,1,1,2,2,2,0,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
485,15,2,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,2,1,1,1,1,4,7,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,6.0,0.0,1,2,40,41,1,1,1,2,2,1,2,4,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
486,7,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,4,1,2,1,1,2,2,2,1,4,2,1,2,2,1,2,1,2,5.0,0.0,5,1,90,32,1,2,5,4,3,2,1,4,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0
487,9,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,4,1,1,1,1,2,1,1,7,1,1,2,1,2,1,1,2,5.0,0.0,1,2,47,49,1,1,1,1,2,2,2,10,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
488,11,3,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,3,1,1,2,4,5,1,2,1,1,1,1,1,7,2,2,2,2,2,1,1,2,5.0,0.0,1,2,45,73,1,1,1,1,1,1,2,7,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0
489,10,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,1,1,1,3,11,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5,3.0,0.0,1,1,53,47,1,2,1,1,1,1,0,7,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0
490,14,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,1,3,5,2,2,2,2,2,1,1,4,2,2,2,2,2,2,1,2,3.0,0.0,1,2,58,59,1,1,1,1,1,1,0,9,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
491,7,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,3,4,1,1,2,1,1,1,1,4,2,1,2,1,2,1,1,2,3.0,0.0,1,1,49,53,1,2,1,1,1,1,0,7,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
492,10,1,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,1,1,1,1,1,4,10,2,2,2,1,1,2,2,7,2,2,2,2,2,2,1,2,4.0,0.0,1,2,48,50,3,1,1,4,3,1,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
493,10,1,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1.0,1,2,1,1,1,2,6,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,4.0,0.0,3,2,43,41,2,1,1,1,1,1,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
494,10,3,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,2,3,3,2,4,11,2,1,1,2,1,1,2,5,2,2,1,2,2,1,1,2,4.0,0.0,1,1,44,44,1,2,1,1,1,2,1,7,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
495,11,1,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,1,1,1,1,1,3,4,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,6,6.0,0.0,1,2,42,48,1,1,1,2,2,2,2,10,2,1.0,1.0,1.0,1.0,2.0,2.0,1.0
496,15,4,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,2,3,2,1,1,2,2,2,2,2,2,2,5,2,2,2,2,2,2,1,2,7.0,0.0,3,1,53,36,1,2,1,3,3,2,2,2,1,1.0,1.0,1.0,1.0,2.0,1.0,2.0
497,13,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,40,2,2,1,2,1,2,2,7,2,2,1,2,2,1,1,2,4.0,0.0,1,1,57,54,1,2,2,1,1,2,1,8,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0
498,7,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,1,1,1,2,2,4,3,1,2,2,2,1,1,1,4,2,1,1,1,1,2,2,2,4.0,2.0,1,2,39,41,1,1,1,4,3,1,1,5,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0
499,6,1,2,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2,2.0,2,1,1,1,1,3,2,1,1,2,2,1,1,1,3,2,2,1,2,2,1,1,2,5.0,0.0,1,2,47,48,1,1,1,4,2,1,2,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
500,14,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,4,12,1,2,2,1,1,1,1,4,2,2,2,2,2,2,1,2,4.0,0.0,1,2,51,52,1,1,1,1,1,1,1,11,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
501,11,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,2,2,1,2,1,1,1,1,1,7,2,1,1,2,1,1,2,3,3.0,0.0,1,2,45,51,1,1,1,1,1,1,0,7,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
502,5,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,2,3,2,4,5,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,7.0,0.0,1,1,54,47,1,2,1,1,1,1,4,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
503,8,1,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,1,1,1,1,1,1,1,2,2,2,1,1,2,7,2,2,2,2,2,2,1,2,3.0,0.0,1,2,43,48,1,1,1,1,1,2,0,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
504,12,4,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,3,3,2,2,2,2,2,2,2,2,1,1,0,2,2,2,2,2,2,1,2,3.0,1.0,1,2,58,59,6,1,3,1,1,2,0,3,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0
505,11,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,4,4,1,2,1,1,1,1,1,7,2,1,1,1,2,1,1,2,5.0,0.0,1,2,50,51,1,1,1,2,2,1,2,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
506,11,1,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,1,1,1,1,1,3,5,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,4.0,0.0,1,2,50,55,1,1,1,1,1,1,0,12,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
507,9,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,2,2,1,1,1,1,1,1,7,2,2,2,2,1,1,1,2,5.0,0.0,1,1,42,31,1,2,5,1,1,1,0,10,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
508,7,2,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,2,2,2,2,3,10,1,2,2,1,2,1,1,4,2,2,2,2,2,1,1,2,4.0,0.0,1,1,34,35,1,2,1,1,1,2,1,7,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0
509,13,1,3,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,4,3,2,2,2,1,1,1,1,7,2,2,2,2,2,1,2,4,5.0,0.0,1,2,39,42,1,1,1,4,3,1,2,7,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
510,12,2,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,1,1,2,1,2,3,1,1,2,2,2,1,1,1,7,2,2,2,1,2,1,1,2,4.0,0.0,1,1,45,40,1,2,5,1,1,1,1,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
511,14,1,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1.0,1,1,1,1,1,4,10,1,2,1,2,1,1,1,3,2,1,2,2,2,1,1,2,4.0,0.0,1,2,51,58,1,1,1,1,1,1,1,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
512,14,2,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,3,3,2,2,2,2,2,1,1,0,2,2,2,2,2,2,1,2,4.0,0.0,1,2,39,40,3,1,3,1,1,1,1,8,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
513,15,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,2,4,1,2,1,2,2,1,1,1,2,2,2,2,2,1,1,2,3.0,0.0,1,1,47,45,1,2,1,1,1,2,0,10,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0
514,8,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,2,2,1,2,2,2,2,1,2,5,1,1,2,2,2,2,1,2,3.0,0.0,1,2,28,27,2,1,1,1,1,1,0,9,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0
515,9,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,2,1,1,2,1,2,1,2,1,3,2,2,2,2,2,2,1,2,4.0,0.0,1,2,44,47,1,1,1,2,2,1,1,5,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
516,14,4,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,3,1,3,3,2,2,1,1,1,1,2,5,2,2,2,2,2,1,1,2,5.0,0.0,1,2,49,47,3,1,1,2,2,1,2,8,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
517,4,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1.0,4,1,1,1,1,4,2,1,1,1,1,2,1,1,7,1,2,2,1,1,1,1,4,5.0,0.0,1,2,32,43,1,1,5,4,3,1,2,3,2,1.0,2.0,3.0,2.0,2.0,1.0,2.0
518,4,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,3,2,1,1,1,1,1,1,1,7,1,1,2,2,2,2,1,6,5.0,0.0,1,1,39,36,1,2,1,1,1,3,2,8,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
519,15,4,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,4,3,2,2,2,1,2,1,2,2,2,2,1,2,0,2,2,2,2,2,1,1,2,3.0,0.0,3,2,53,51,1,1,1,1,1,1,0,9,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
520,14,2,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,1,2,2,2,2,3,1,2,1,2,1,1,2,1,2,1,1,2,2,1,1,2,3.0,0.0,3,1,29,35,1,2,1,1,1,1,0,8,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0
521,11,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,3,3,1,2,2,2,1,1,2,5,1,2,2,2,2,1,2,6,3.0,0.0,1,2,44,44,1,1,1,4,3,1,0,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
522,15,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,3,2,3,3,4,2,2,2,1,1,1,2,5,2,1,1,2,2,1,1,2,3.0,0.0,1,2,48,48,1,1,1,1,1,1,0,9,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
523,11,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,1,2,3,8,2,2,1,1,1,2,2,4,2,2,1,2,2,2,1,2,4.0,0.0,1,2,48,49,1,1,1,2,2,1,1,8,1,1.0,1.0,1.0,1.0,2.0,1.0,2.0
524,10,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,1,1,1,3,1,1,2,2,1,2,1,2,5,2,2,1,2,2,1,1,2,5.0,0.0,1,2,40,42,1,1,1,1,1,1,2,8,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
525,13,1,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,1,1,1,1,1,3,5,1,2,1,2,1,1,1,5,2,2,2,2,2,2,1,2,6.0,0.0,1,2,45,49,1,1,1,1,1,1,2,9,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
526,11,2,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,2,1,1,1,1,1,4,2,2,2,2,2,1,2,7,1,2,2,2,2,1,1,2,4.0,0.0,2,1,45,42,2,2,1,1,1,2,1,8,1,1.0,1.0,1.0,3.0,1.0,2.0,2.0
527,13,3,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,4,2,2,2,1,3,8,2,1,1,2,2,1,1,7,2,2,2,2,2,1,1,2,5.0,1.0,1,2,40,36,3,1,5,4,2,1,2,8,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
528,5,1,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,1,1,1,1,1,3,3,2,1,1,1,2,1,1,7,2,2,2,2,1,2,1,2,4.0,0.0,1,2,35,37,1,1,1,4,3,1,1,8,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0
529,15,1,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,2,1,1,1,3,5,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,4.0,0.0,1,2,48,50,1,1,1,2,2,1,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
530,9,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,1,2,3,5,1,1,1,2,1,1,1,7,2,2,1,2,2,1,2,3,4.0,0.0,1,2,36,46,3,1,1,2,2,1,1,4,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0
531,8,2,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,2,4,10,2,2,2,1,1,2,1,7,2,2,2,2,2,1,2,2,4.0,0.0,1,1,57,48,1,2,1,1,1,2,1,7,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
532,8,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,7,2,1,2,1,2,1,1,2,4.0,0.0,3,1,39,40,1,2,1,1,1,1,1,10,2,1.0,1.0,1.0,3.0,1.0,1.0,1.0
533,10,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,1,2,3,1,2,2,1,2,2,2,4,1,1,2,2,1,2,1,2,4.0,0.0,1,2,50,53,1,1,1,2,2,1,1,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
534,9,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,4,1,1,1,2,1,1,1,7,2,1,1,1,2,1,1,2,3.0,0.0,1,1,47,43,1,2,1,1,1,2,0,9,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
535,11,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,1,1,1,2,2,1,2,1,1,6,2,2,2,2,2,1,1,4,4.0,0.0,1,1,44,48,1,2,1,3,2,1,0,8,1,1.0,1.0,1.0,3.0,1.0,2.0,1.0
536,8,3,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,3,2,2,2,2,2,2,1,2,5,2,2,2,2,2,2,2,5,5.0,0.0,3,1,35,36,1,2,2,1,2,2,2,5,3,1.0,1.0,1.0,1.0,2.0,2.0,1.0
537,2,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,1,2,3,2,1,1,1,1,1,1,2,3,2,2,1,1,2,1,1,2,3.0,0.0,1,2,39,48,1,1,1,1,1,1,0,10,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0
538,14,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,1,1,3,10,1,2,2,2,1,2,2,5,2,2,1,2,2,2,1,2,4.0,0.0,2,1,34,36,2,2,1,1,1,1,1,8,1,1.0,1.0,1.0,3.0,1.0,1.0,2.0
539,12,3,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,2,3,1,2,1,2,4,1,1,2,1,2,1,1,3,2,2,2,2,2,1,1,2,4.0,0.0,2,1,53,52,2,2,1,1,1,1,1,11,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
540,10,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,4,8,2,2,2,2,2,2,2,0,1,1,2,2,2,2,1,2,5.0,0.0,1,2,41,43,1,1,1,1,1,1,2,7,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
541,13,3,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,2,3,2,3,3,6,2,1,2,1,2,2,1,6,2,2,1,2,2,1,1,2,4.0,0.0,1,1,43,43,1,2,1,4,3,1,1,5,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
542,15,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,2,2,2,3,3,2,2,2,1,1,1,1,7,2,2,2,2,2,2,1,2,3.0,0.0,1,2,50,59,3,1,1,1,2,1,0,9,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
543,7,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,2,3,1,2,1,2,1,1,2,7,2,2,1,2,2,2,1,2,5.0,0.0,1,1,43,46,1,2,1,2,2,1,2,11,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
544,12,2,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,1,4,20,2,2,2,2,2,1,2,5,2,2,2,2,2,2,1,2,4.0,0.0,1,2,52,54,1,1,1,1,1,2,1,5,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
545,10,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,1,3,3,1,1,1,1,1,1,2,7,2,2,1,2,2,2,1,2,6.0,0.0,1,1,48,51,1,2,1,1,1,3,3,4,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
546,15,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,1,2,2,4,12,1,2,2,2,1,1,2,2,2,2,1,1,2,1,1,2,6.0,0.0,1,2,47,50,1,2,1,1,1,1,3,10,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
547,11,3,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,4,1,2,1,1,3,5,2,1,1,2,2,1,2,4,2,2,2,2,2,2,2,2,4.0,0.0,5,1,47,62,1,2,1,1,1,3,1,4,2,1.0,1.0,1.0,3.0,2.0,2.0,2.0
548,10,2,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,1,1,1,1,3,3,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,2,4.0,0.0,1,2,37,38,1,1,1,1,1,1,1,7,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0
549,13,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1.0,1,1,1,1,1,2,1,2,2,2,1,2,1,1,7,2,2,2,2,2,1,1,2,3.0,0.0,1,2,50,55,1,1,1,1,1,1,0,4,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0
550,10,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1.0,1,1,1,2,1,3,2,1,2,1,1,1,1,1,6,2,2,2,1,2,1,1,2,4.0,0.0,1,2,43,47,1,1,1,1,1,1,1,10,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
551,9,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1.0,1,2,1,2,1,2,2,1,2,1,1,2,1,2,7,1,2,1,1,2,1,1,2,4.0,0.0,1,2,49,48,1,1,1,4,3,1,1,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
552,5,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,1,1,2,2,2,1,2,2,3,1,2,2,2,2,1,1,2,5.0,0.0,1,2,43,48,1,1,1,1,1,1,2,9,3,1.0,1.0,1.0,2.0,1.0,1.0,2.0
553,10,2,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,4,2,3,3,2,1,1,2,2,2,2,1,1,1,3,2,1,2,1,2,2,1,2,5.0,0.0,1,2,39,40,1,1,1,2,2,1,2,11,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
