BASMID,SEGRADES,CENREG,EDCPUB,EDCCAT,EDCREL,EDCPRI,EDCINTK12,EDCHSFL,DISTASSI,SCHRTSCHL,SCHLMAGNET,SEENJOY,SEABSNT,FCSCHOOL,FCTEACHR,FCSTDS,FHHOME,FHWKHRS,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,FOCONCRTX,FOMUSEUMX,FOZOOX,FOGROUPX,HHENGLISH,CSPEAKX,HHTOTALXX,HHPRTNRSX,P1REL,P1SEX,P1AGE,P2REL,P2SEX,P2MRSTA,PAR1EMPL,PAR1FTFY,PAR1MARST,PAR2FTFY,PAR2MARST,NUMSIBSX,TTLHHINC,OWNRNTHB,HVINTSPHO,HVINTCOM,INTACC,CHLDNT,LRNCOMP,LRNTAB,LRNCELL
20191186197,1,3,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,1,1,2,2,1,2,1,1,7,2,1,2,2,2,1,1,2,4,0,1,2,44,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1
20191186207,3,4,1,2,2,2,2,2,1,2,2,2,1,2,2,2,4,12,1,2,2,1,2,1,1,4,2,2,1,2,2,1,1,2,4,0,1,2,53,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,2,1
20191186234,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,3,3,5,1,1,1,1,1,1,1,6,1,2,1,1,2,1,1,2,4,0,1,1,47,1,2,1,1,1,1,2,1,1,10,1,1,1,1,1,1,1,1
20191186239,1,4,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,5,2,2,2,2,1,1,1,7,2,2,1,2,2,1,1,2,3,0,1,1,56,1,2,1,1,1,1,3,1,0,9,1,1,1,1,2,1,2,1
20191186249,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,4,3,1,1,1,1,1,2,2,4,2,1,1,1,2,2,1,2,3,0,1,1,39,1,2,1,1,1,1,1,1,0,9,1,1,1,1,1,1,1,1
20191186276,1,3,1,2,2,2,2,2,1,2,2,2,1,2,3,1,2,1,1,1,2,1,1,1,2,6,2,2,1,1,2,1,1,2,4,0,1,2,41,1,1,1,4,3,1,2,1,1,9,1,1,1,1,2,1,1,2
20191186301,1,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,4,3,1,2,2,1,1,2,2,7,1,1,2,2,2,1,1,2,5,0,1,2,33,2,1,1,4,2,1,1,1,2,6,1,1,1,1,3,1,1,1
20191186350,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,8,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,4,0,1,2,41,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,1,2,1
20191186374,2,4,1,2,2,1,2,1,1,2,2,2,1,1,1,1,3,2,2,1,1,1,2,1,2,7,2,2,2,2,2,2,2,4,5,0,1,2,52,1,1,1,4,2,1,1,1,1,8,1,1,1,1,1,1,1,1
20191186387,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,6,1,1,2,2,1,1,1,7,1,1,1,2,2,1,1,2,3,0,1,2,57,1,1,1,1,1,1,1,1,0,9,1,1,1,1,1,1,1,1
20191186415,3,4,1,2,2,2,2,2,1,2,2,2,3,1,1,1,4,10,2,1,2,2,2,1,1,5,2,2,1,2,2,2,1,2,4,0,1,2,50,1,1,1,2,2,1,1,1,1,7,2,1,1,1,1,1,2,1
20191186418,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,4,2,2,1,1,1,2,2,5,2,2,2,2,2,1,1,6,7,0,1,1,60,1,2,1,1,1,1,3,1,3,8,1,1,1,1,1,1,2,1
20191186428,5,3,1,2,2,2,2,2,1,2,2,3,2,1,1,1,1,1,1,1,1,1,2,2,2,7,1,2,2,2,1,2,1,2,6,0,1,1,35,1,2,1,1,1,1,3,1,0,9,1,1,1,1,2,2,1,1
20191186442,2,4,1,2,2,2,2,2,1,2,2,2,1,2,2,2,3,3,1,1,1,1,1,2,1,6,1,1,1,1,2,1,2,5,4,0,1,1,44,1,2,1,1,1,1,3,1,1,11,1,1,1,1,1,1,1,1
20191186463,1,1,1,2,2,2,2,2,1,2,2,1,1,2,1,3,3,6,1,1,2,2,1,1,2,3,2,2,1,2,2,1,1,2,4,0,1,2,42,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,1,2,1
20191186512,4,2,1,2,2,2,2,2,1,2,2,3,2,1,2,2,1,0,2,1,1,1,2,1,2,7,2,2,2,2,2,2,1,2,5,0,1,2,36,3,1,1,1,1,1,1,1,1,6,1,1,1,1,1,2,2,1
20191186528,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,4,8,1,1,1,2,2,1,1,7,1,1,1,1,2,1,1,2,3,0,2,2,48,2,1,1,4,3,1,1,1,0,6,1,1,1,1,1,1,1,2
20191186596,2,4,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,2,1,1,2,2,2,1,2,7,2,2,2,2,2,2,1,2,4,0,1,2,36,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,2,1
20191186601,5,3,1,2,2,2,2,2,1,2,2,2,1,2,2,2,4,8,2,2,1,2,1,1,2,6,2,2,2,2,2,2,1,2,3,0,1,2,35,1,1,1,1,1,1,1,1,0,8,1,1,1,1,2,1,1,1
20191186638,1,4,1,2,2,2,2,2,1,2,2,2,1,1,1,1,4,12,2,2,2,2,1,1,1,0,1,2,2,1,2,2,2,2,5,0,1,1,53,1,2,1,1,1,1,3,1,2,9,1,1,1,1,1,1,1,2
20191186642,2,2,1,2,2,2,2,2,1,2,2,3,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,4,0,1,2,50,5,1,2,1,1,4,3,5,1,5,1,1,1,1,2,1,1,1
20191186676,2,3,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,1,2,4,0,1,2,38,3,1,3,1,1,2,1,2,1,9,1,1,1,1,1,1,1,1
20191186744,1,4,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,5,1,1,1,2,2,1,1,7,1,1,2,2,2,2,1,2,4,0,1,2,37,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1
20191186764,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,4,1,1,1,2,1,1,1,3,2,2,2,2,2,2,1,2,4,0,1,2,52,1,1,1,1,2,1,2,1,1,8,1,1,1,1,1,1,1,1
20191186777,3,3,1,2,2,2,2,2,2,2,2,4,2,2,2,2,1,3,1,1,2,2,2,1,1,0,2,1,2,2,2,2,1,2,4,0,1,2,49,1,1,1,2,2,1,1,1,1,4,2,1,1,1,2,1,2,2
20191186787,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,7,2,1,2,1,2,1,1,2,3,0,2,2,61,2,1,1,1,1,1,1,1,0,10,1,1,1,1,1,1,1,1
20191186805,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,4,5,2,1,1,1,1,1,1,7,2,1,2,2,2,1,2,4,5,0,1,2,44,1,1,3,1,1,2,1,2,2,5,2,1,1,1,1,1,2,1
20191186821,1,3,1,2,2,2,2,2,1,2,2,1,1,1,2,1,3,5,1,2,1,1,1,1,2,6,1,2,1,1,2,1,1,2,3,0,1,2,42,1,1,1,1,1,1,1,1,0,9,1,1,1,1,1,1,1,1
20191186830,5,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,1,2,1,2,1,7,2,1,1,1,2,2,1,2,5,0,3,1,35,1,2,1,1,1,1,1,1,2,7,1,1,1,1,2,1,2,1
20191186839,2,4,1,2,2,2,2,2,1,2,2,2,2,2,3,3,3,10,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,3,0,1,1,64,1,2,1,4,2,1,1,1,0,10,1,1,1,1,2,1,1,2
20191186849,5,3,1,2,2,2,2,2,1,2,2,1,2,1,1,1,4,5,1,1,1,2,1,2,2,4,2,2,2,2,2,1,1,2,5,0,1,2,43,1,1,1,1,1,1,1,1,2,8,1,1,1,1,2,1,1,2
20191186882,1,3,1,2,2,2,2,2,1,2,2,3,1,2,2,1,4,7,1,2,2,2,1,1,1,5,2,2,2,2,2,1,1,2,4,0,1,2,51,1,1,1,1,1,1,3,1,1,9,1,1,1,1,1,1,1,1
20191186900,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,6,0,1,2,48,1,1,1,1,1,1,1,1,3,9,1,1,1,1,1,1,2,1
20191186987,1,3,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,10,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,5,0,1,1,46,3,2,1,1,1,1,2,1,2,10,1,1,1,1,1,1,1,1
20191187019,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,12,1,2,1,2,1,1,1,3,1,1,1,2,2,2,2,2,3,0,1,1,50,3,2,1,1,1,1,3,1,0,9,1,1,1,1,1,1,1,1
20191187083,1,4,1,2,2,2,2,2,1,2,1,1,1,1,2,1,4,5,2,2,2,1,1,1,1,5,1,1,2,2,2,1,1,2,5,0,1,2,51,1,1,1,1,1,1,1,1,2,7,1,1,1,1,1,1,1,1
20191187114,1,4,1,2,2,2,2,2,1,2,2,1,1,2,1,1,4,6,1,1,1,2,1,1,2,5,2,1,2,2,2,2,1,2,3,0,1,2,29,2,1,5,1,1,2,2,2,0,3,1,1,1,1,1,1,1,1
20191187139,3,4,1,2,2,2,2,2,1,2,2,2,1,2,2,2,4,1,2,2,2,2,1,1,1,7,2,2,2,2,2,2,2,2,6,0,1,2,38,1,1,4,1,1,2,1,3,2,7,2,1,2,3,3,2,2,1
20191187170,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,4,1,2,1,2,1,1,2,4,2,2,2,2,2,1,1,2,4,0,1,2,29,3,1,1,2,2,1,1,1,1,7,1,1,1,1,3,1,1,1
20191187188,3,2,1,2,2,2,2,2,1,2,2,3,2,1,1,1,3,8,1,2,2,1,1,1,1,5,2,1,1,2,2,2,1,2,3,0,1,2,46,1,1,1,1,1,1,1,1,0,11,2,1,1,1,1,1,2,1
20191187192,1,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,5,2,2,2,2,2,1,1,2,5,0,1,2,39,3,1,1,1,1,1,1,1,2,9,1,1,1,1,1,1,2,1
20191187215,5,2,1,2,2,2,2,1,1,2,2,3,2,3,3,3,4,4,1,1,1,1,1,1,1,7,1,1,1,1,2,1,1,2,8,0,2,2,36,2,1,1,4,3,1,1,1,5,2,2,1,1,1,2,1,1,2
20191187224,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,8,1,1,2,1,2,1,1,5,1,2,1,2,2,2,1,6,5,0,1,1,39,1,2,1,1,1,1,2,1,2,12,1,1,1,1,2,1,1,1
20191187227,4,2,1,2,2,2,2,2,1,2,2,4,3,2,2,2,2,4,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,3,0,5,2,56,5,1,1,2,2,1,1,1,0,7,1,1,1,1,2,1,2,1
20191187236,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,3,1,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,4,0,2,1,44,1,2,1,1,1,1,1,1,1,8,1,1,1,1,1,1,2,1
20191187250,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,3,5,1,2,2,1,2,1,2,5,1,2,2,2,2,1,1,2,5,0,1,2,39,1,1,1,2,2,1,1,1,2,7,1,1,1,1,1,1,2,1
20191187258,1,3,1,2,2,2,2,2,1,2,2,2,2,1,1,1,4,12,1,2,1,1,1,2,1,5,1,2,1,1,2,1,1,2,3,0,1,1,53,1,2,1,1,1,1,2,1,0,12,1,1,1,1,1,1,2,1
20191187312,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,3,5,2,2,1,2,2,2,2,7,2,2,2,2,2,1,1,2,5,0,1,2,38,1,1,1,4,3,1,1,1,2,4,2,1,1,1,2,1,1,1
20191187371,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,3,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,2,3,0,1,2,48,1,1,1,1,2,1,2,1,0,8,1,1,1,1,1,1,2,1
20191187406,3,3,1,2,2,2,2,2,2,2,2,2,4,2,2,2,1,1,1,1,2,1,1,1,1,5,2,2,2,2,2,1,1,2,3,0,1,2,53,3,1,1,1,1,1,2,1,0,6,1,1,1,1,1,1,1,1
20191187484,3,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,1,0,1,2,2,1,2,1,1,6,2,1,1,1,2,1,1,2,5,0,1,2,57,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1
20191187487,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,4,15,2,1,1,2,1,1,1,7,1,2,1,1,2,2,1,2,4,0,1,1,37,6,2,3,1,1,2,3,2,1,5,2,1,1,1,1,1,2,1
20191187552,1,3,1,2,2,2,2,2,1,2,2,2,1,2,2,2,3,3,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,5,0,1,2,41,1,1,1,1,1,1,2,1,2,6,1,1,1,1,1,1,2,1
20191187585,5,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,0,2,1,2,1,1,1,2,7,2,1,1,1,2,2,1,2,4,0,1,2,37,1,1,1,1,1,1,2,1,1,5,1,1,1,1,2,1,2,1
20191187609,2,4,1,2,2,2,2,2,1,2,2,2,1,2,1,2,3,7,1,1,2,1,1,1,2,7,1,1,2,2,1,2,1,2,4,0,1,2,41,1,1,1,4,3,1,1,1,1,7,2,1,1,1,1,1,1,1
20191187635,1,4,1,2,2,2,2,2,1,2,2,2,2,1,1,1,3,4,1,2,1,2,1,1,1,2,1,2,1,2,2,1,1,2,5,0,1,2,37,1,1,1,2,2,1,1,1,2,12,1,1,1,1,1,1,1,2
20191187638,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,3,1,2,2,2,2,2,1,5,2,2,1,2,2,1,1,2,3,0,1,2,41,2,1,1,1,1,1,1,1,0,8,1,1,1,1,3,1,1,1
20191187649,2,4,1,2,2,2,2,2,1,1,2,2,1,2,2,2,3,6,2,1,2,2,1,1,2,3,2,2,2,2,2,2,1,6,4,0,1,1,52,1,2,1,3,3,1,1,1,0,9,1,1,1,1,1,1,1,1
20191187720,1,3,1,2,2,2,2,2,1,2,2,1,1,2,2,2,4,7,2,2,1,2,1,1,1,3,1,2,1,2,2,2,1,6,3,0,1,1,47,1,2,1,1,2,1,1,1,0,11,1,1,1,1,1,1,1,2
20191187777,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,4,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,0,1,2,41,5,1,1,1,1,4,3,1,0,9,1,1,1,1,1,1,1,2
20191187778,5,3,1,2,2,2,2,2,2,2,2,2,3,1,1,2,1,0,1,1,2,2,1,2,1,5,2,1,1,1,1,1,1,1,5,0,1,2,47,1,1,1,2,2,1,1,1,2,9,1,1,1,1,1,2,1,2
20191187797,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,3,1,2,1,1,1,1,2,5,2,2,1,2,2,2,1,2,6,0,3,1,33,1,2,1,1,1,1,1,1,3,9,1,1,1,1,2,1,1,1
20191187906,5,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,10,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,5,0,5,2,55,5,1,1,4,3,1,2,1,0,2,1,1,1,1,1,1,1,1
20191187917,1,4,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,4,2,2,1,2,2,1,1,2,6,0,1,2,37,1,1,1,2,2,1,1,1,3,8,1,1,1,1,2,1,1,2
20191187965,1,3,1,2,2,2,2,2,1,2,2,3,1,2,2,2,3,3,1,1,1,2,1,2,1,4,2,2,2,2,2,1,1,2,6,0,1,2,51,1,1,1,1,1,1,3,1,3,8,1,1,1,1,1,1,2,1
20191187968,1,3,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,2,1,1,1,1,1,1,1,4,2,2,2,1,2,1,1,2,4,0,1,2,40,1,1,1,4,2,1,1,1,1,9,1,1,1,1,2,1,1,2
20191187994,5,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,3,6,1,1,1,2,1,2,1,4,1,2,2,2,2,1,1,2,6,0,1,1,43,1,2,1,1,1,1,2,1,3,9,1,1,1,1,3,1,1,1
20191187997,2,1,1,2,2,2,2,2,1,2,2,3,1,2,2,2,2,4,2,1,1,2,1,2,1,3,2,2,2,2,2,2,1,2,5,0,1,2,49,1,1,1,1,1,1,3,1,2,9,1,1,1,1,2,1,1,1
20191188009,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,4,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,5,0,1,2,42,1,1,1,1,1,1,1,1,2,5,1,1,1,1,2,1,2,1
20191188013,1,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,0,1,1,1,1,1,1,1,7,1,1,1,2,1,1,1,2,4,0,1,1,34,1,2,1,1,1,1,1,1,1,8,1,1,1,1,2,2,1,1
20191188024,1,4,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,3,1,1,1,1,1,1,2,7,2,1,2,2,2,1,1,2,5,0,1,2,40,1,1,1,4,3,1,1,1,2,8,1,1,1,1,2,1,2,2
20191188025,5,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,3,4,1,1,1,1,2,1,1,7,2,2,1,1,2,2,1,2,3,0,1,2,38,1,1,1,1,1,1,1,1,0,12,1,1,1,1,3,2,1,2
20191188065,5,4,1,2,2,2,2,2,1,2,2,2,1,2,1,2,4,12,2,1,2,1,2,2,2,5,2,2,2,2,2,2,1,6,6,0,1,1,44,1,2,1,1,2,1,1,1,1,9,1,1,1,1,4,1,2,2
20191188094,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,4,6,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,6,0,1,2,34,1,1,1,1,1,1,1,1,0,8,2,1,1,1,1,2,1,2
20191188096,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,4,15,1,2,2,2,1,1,1,7,1,1,1,1,1,2,1,5,3,0,1,1,54,1,2,1,1,1,1,2,1,0,5,1,1,1,1,1,1,1,1
20191188126,2,4,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,1,1,2,1,1,2,9,0,1,1,41,1,2,1,1,1,1,3,1,6,10,1,1,1,1,2,1,2,1
20191188137,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,7,1,2,2,2,2,1,1,2,4,0,1,2,43,3,1,1,2,2,1,1,1,1,5,2,1,1,1,1,1,1,1
20191188162,1,3,1,2,2,2,2,2,1,2,2,3,2,1,2,2,2,6,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,5,0,1,1,58,1,2,1,1,1,1,1,1,2,8,1,1,1,1,2,1,1,1
20191188165,5,4,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,4,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,2,3,0,1,2,38,1,1,1,1,2,1,1,1,0,12,1,1,1,1,2,2,1,2
20191188171,2,4,1,2,2,2,2,2,1,1,2,1,1,1,1,1,4,2,2,2,2,1,1,1,1,5,2,1,1,2,2,2,1,2,4,0,1,2,33,5,2,2,1,1,6,3,5,0,9,1,1,1,1,2,1,2,2
20191188195,1,4,1,2,2,2,2,2,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,7,2,1,2,1,2,1,1,2,4,0,1,1,35,1,2,1,1,1,1,3,1,1,7,1,1,1,1,2,1,2,1
20191188233,1,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,3,20,2,2,2,2,2,2,2,3,2,1,1,2,2,2,1,2,4,0,1,2,41,1,1,1,4,2,1,1,1,1,4,1,1,1,1,1,1,1,1
20191188242,1,4,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,3,1,2,2,1,1,2,2,4,1,2,2,2,2,1,1,2,5,1,1,1,42,3,2,5,1,1,2,1,2,2,9,2,1,1,1,2,1,1,2
20191188261,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,8,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1,2,3,0,5,2,56,5,1,1,1,1,1,2,1,0,4,2,1,1,1,1,1,1,2
20191188291,1,3,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,4,1,1,2,2,2,2,1,2,3,0,1,2,51,1,1,1,1,1,1,1,1,0,9,1,1,1,1,1,1,2,2
20191188297,2,4,1,2,2,2,2,2,1,2,2,1,2,1,1,1,3,5,1,1,1,1,1,1,1,6,2,1,2,2,1,2,1,2,5,0,5,2,43,5,1,1,1,1,1,2,1,1,7,2,1,1,1,2,2,1,2
20191188301,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,2,1,1,1,1,1,2,1,7,2,1,2,1,2,1,1,2,5,0,5,2,51,5,1,1,4,3,1,1,1,2,4,1,1,1,1,2,1,1,2
20191188353,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,6,1,2,1,2,1,1,1,7,2,2,2,2,2,1,1,2,4,0,1,2,37,1,1,1,1,1,1,3,1,1,3,2,1,1,1,2,1,2,1
20191188373,1,2,1,2,2,2,2,2,1,1,1,3,2,3,3,4,4,35,2,2,2,2,2,2,2,0,2,2,2,2,2,2,1,3,4,0,1,2,46,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,2,1
20191188384,5,4,1,2,2,2,2,2,1,2,2,2,1,2,1,2,4,3,1,1,1,1,1,2,2,7,1,2,2,1,2,2,1,2,3,0,1,1,39,1,2,1,4,3,1,1,1,0,9,1,1,1,1,1,2,1,1
20191188390,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,3,1,2,1,1,1,1,2,5,2,2,1,1,2,1,1,2,3,0,1,1,45,3,2,1,2,2,1,2,1,0,10,2,1,1,1,2,1,1,2
20191188397,1,4,1,2,2,2,2,2,1,2,2,2,1,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,3,0,1,2,47,3,1,1,1,1,1,2,1,0,9,2,1,1,1,1,1,2,1
20191188485,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,4,0,1,2,37,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,1,1
20191188489,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,4,20,1,2,2,2,2,1,1,7,2,2,2,2,2,2,1,2,4,0,1,2,54,1,1,1,4,3,1,1,1,0,6,1,1,1,1,1,1,2,1
20191188520,1,3,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,4,2,2,1,2,2,1,1,2,4,0,1,2,36,3,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,1,2
20191188522,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,3,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,3,0,1,1,48,1,2,1,1,1,1,1,1,0,12,1,1,1,1,1,1,1,2
20191188524,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,5,1,1,1,1,1,1,1,5,2,2,1,1,2,1,1,2,5,0,1,2,43,1,1,1,1,1,1,1,1,2,7,1,1,1,1,1,1,1,1
20191188530,1,3,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,12,1,2,1,2,1,1,2,7,2,2,2,2,2,2,1,2,4,0,1,2,42,3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,2,1
20191188538,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,3,5,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,4,0,1,1,51,1,2,1,1,1,1,3,1,1,12,1,1,1,1,1,1,1,1
20191188539,2,3,1,2,2,2,2,2,1,2,2,2,1,1,1,2,3,5,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,2,5,0,1,2,44,1,1,1,1,1,1,1,1,2,10,1,1,1,1,1,1,1,1
20191188540,2,4,1,2,2,2,2,2,1,2,2,2,1,2,2,2,4,15,2,2,2,2,2,1,2,7,2,1,2,2,2,2,1,2,5,0,1,2,46,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1
20191188563,1,4,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,6,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,2,6,0,1,2,29,5,1,1,1,2,6,3,1,0,9,1,1,1,1,1,1,1,1
20191188579,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,5,1,1,2,1,1,1,2,3,2,1,2,2,2,1,1,2,3,0,1,2,54,1,1,1,1,1,1,1,1,0,8,2,1,1,1,1,1,1,1
20191188587,2,3,1,2,2,2,2,2,1,2,2,1,1,1,2,2,3,2,1,1,1,1,1,1,1,5,2,1,2,2,2,2,1,2,2,0,5,2,72,5,2,2,4,3,2,3,5,0,1,1,1,2,3,1,2,2,1
20191188606,1,4,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,20,2,2,2,2,2,2,2,7,2,2,2,2,2,2,2,2,4,0,1,1,50,1,2,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1
20191188636,3,4,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,5,1,2,2,2,2,2,2,4,2,2,2,2,2,2,1,2,4,0,1,2,40,1,1,1,2,2,1,1,1,1,8,1,1,1,1,1,2,1,2
20191188705,2,3,1,2,2,2,2,2,1,2,2,2,1,1,1,2,4,4,2,1,1,2,2,2,2,3,1,2,2,2,1,2,1,2,3,0,1,2,33,1,1,5,1,1,2,3,2,0,4,2,1,1,1,1,2,1,2
20191188721,1,4,1,2,2,2,2,2,1,2,2,4,1,1,1,1,3,4,1,1,1,1,1,1,1,4,1,2,2,2,2,1,1,6,4,0,1,1,42,1,2,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,2
20191188726,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,10,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,3,0,5,1,61,5,2,1,4,2,1,2,1,0,3,3,1,2,3,2,1,2,1
20191188737,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,4,15,1,2,2,1,2,1,1,3,2,2,2,2,2,1,1,2,4,0,1,2,55,1,1,1,2,2,1,1,1,1,7,1,1,1,1,1,1,1,1
20191188744,5,4,1,2,2,2,2,2,1,2,2,3,1,1,1,2,4,10,1,2,2,1,1,1,1,5,1,1,1,1,2,1,1,2,10,0,1,2,49,1,1,1,1,1,1,3,1,0,12,1,1,1,1,2,1,1,1
20191188782,1,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,20,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,6,4,0,1,1,58,1,2,1,1,1,1,1,1,1,8,2,1,1,1,1,1,1,1
20191188793,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,4,0,1,1,47,1,2,1,1,1,1,2,1,1,7,2,1,1,1,2,2,1,1
